node1,node2,label
37413,52276,1
48191,8867,1
42338,44631,0
42561,32360,0
8487,18304,1
40878,7507,0
24202,5767,1
14551,45567,0
36247,41502,1
18114,48539,1
23074,29868,0
25086,23439,0
36946,10288,1
32147,756,0
42806,45046,0
7767,27391,0
19107,44951,0
29022,2786,0
40536,51839,1
1311,31312,0
44729,12774,1
4076,43896,0
2024,29984,0
9939,31886,0
21941,46320,0
1908,5246,0
20768,27979,0
23117,34731,0
20861,28083,0
47631,33098,0
13692,8108,1
16986,3041,1
37130,18304,1
70,16924,0
26931,4446,0
38167,28116,1
45613,4150,1
15856,19479,0
39874,20741,1
35727,27890,1
2642,37443,0
9075,21434,1
31965,35265,1
29431,22376,0
23243,27296,0
24063,7534,1
34527,12115,0
14086,50089,0
51773,6297,0
33718,37554,0
3024,37229,1
7948,32281,0
42764,32982,1
11204,16352,1
25155,4698,0
6828,11074,0
34849,17030,0
37584,49807,0
50549,7707,0
23552,9899,1
47448,13139,0
39569,36260,0
15044,51592,0
22576,2605,0
26163,9212,0
10288,7341,1
30447,3764,0
25060,7740,0
31266,51993,1
43117,48539,1
47699,47390,0
27691,28535,1
28246,13555,1
24841,35458,0
34651,52375,0
44978,45470,1
46229,29058,0
32102,11727,0
37804,12497,0
27066,3480,1
13729,2125,0
1277,38717,1
48860,32940,1
8852,31099,0
22918,52137,0
20319,17027,1
31388,33376,1
20714,49321,1
47605,28917,1
49053,47764,1
40695,44441,0
32711,46609,0
52306,7710,0
40171,35672,1
50188,7125,0
23335,48247,0
9386,29197,1
29643,35256,0
19911,21800,0
11011,23416,0
31989,36391,1
2989,19559,0
19819,19991,1
2766,27778,1
40257,6833,0
32491,29569,0
23114,10176,0
7611,19946,0
46665,49473,0
40406,23009,0
46393,23038,0
18003,25477,1
48381,45075,1
44274,42538,0
18518,27603,0
10359,22406,0
13024,7457,0
32571,25668,1
16504,40171,1
5791,38747,0
43736,41923,1
25082,35713,1
11918,28855,1
24638,48241,0
36649,22995,1
33855,29680,0
10172,6366,0
47854,47582,0
13591,42248,0
40853,47537,0
47582,1738,1
32843,44733,1
4866,36959,0
48098,17266,0
29654,819,1
25277,7366,1
32729,31450,0
607,30611,0
3276,9660,1
721,9143,0
46062,39038,0
19479,29143,0
49735,8220,0
31572,6452,0
30301,36925,0
45457,16682,0
20892,29503,0
44415,28592,0
37617,17914,0
8355,49706,0
51085,32687,1
14302,32063,1
7512,17712,0
19018,10935,0
29184,28752,0
21898,29633,1
32148,47185,0
34004,38071,0
15348,21746,0
44967,28176,1
29094,36614,0
9368,35938,1
44468,40419,0
21735,34510,0
14817,8971,0
5459,20550,0
26889,13372,1
14274,25724,0
32766,23985,0
7710,47669,1
4453,10038,1
541,22289,0
857,40328,0
20723,6642,0
594,27206,0
34699,41883,0
32912,16842,0
51208,6974,0
8048,29654,0
23241,9411,0
48224,52370,1
39246,2192,1
44070,37356,0
42224,13298,0
12299,29833,1
35932,12072,0
34373,874,1
48818,33044,0
27862,18453,1
22172,22134,1
51208,23032,0
7893,9727,1
22892,28056,0
42655,10781,1
9073,18436,0
24040,25988,0
16106,1331,0
5821,30203,0
312,43310,1
45864,8468,1
3432,43241,0
51502,31677,0
51264,7391,1
47132,15673,0
36335,47283,1
41647,30389,0
39753,21188,0
6108,46549,0
8290,5001,0
6925,36240,0
6247,32217,0
29935,17169,0
28479,47713,0
2455,37541,0
698,33139,0
17433,5253,1
43639,36299,1
16119,7336,1
1958,50296,1
1630,24758,1
37887,47379,1
14003,5295,1
10718,29000,0
20516,43305,0
47834,17614,1
49053,51387,1
10415,25202,0
39049,39953,1
20894,41857,0
33938,6839,0
29515,25874,1
657,6531,0
8227,7169,0
40356,21726,1
1789,12329,1
37875,38536,0
46981,10635,0
15461,36063,0
3735,23313,0
11557,14209,1
26037,48465,0
48613,49759,1
36569,51507,1
13053,32413,0
41809,14650,0
44069,26767,0
24424,35938,1
23332,51564,1
23315,15222,0
35009,13587,0
2695,50035,0
39351,42596,0
6772,25422,0
43952,30735,0
51298,2143,0
34176,41407,1
34897,26520,1
38251,21254,0
39242,30880,0
25454,4947,0
33125,42237,1
33648,15356,0
16564,30934,0
3117,11588,0
47292,38343,1
9356,19770,1
20229,14719,0
33597,51828,0
37293,30249,1
12425,33622,1
6674,26404,0
27842,25953,0
50722,4544,0
32977,6514,1
29809,14260,1
50272,25726,1
43180,49942,1
47348,20563,1
1151,28990,0
21312,43778,0
31740,44817,1
31947,46957,0
11374,23003,0
5734,229,0
21786,20477,0
36214,11322,1
51215,41545,1
41026,36037,1
29719,25927,1
3084,40456,1
24726,35889,0
27001,48131,0
44323,28896,0
41923,7353,1
30879,16352,1
38668,14326,0
28367,6500,0
50918,23573,1
52333,32911,0
20810,5080,0
24758,44379,1
20129,22378,0
48975,37655,0
11880,32393,0
38797,42288,0
49771,7253,0
35392,48909,1
20324,28725,0
40908,40479,0
13372,45089,1
24547,22366,0
8348,9473,0
19050,12292,0
20916,33295,0
22785,43930,0
41952,47114,0
1655,7568,0
35726,33438,0
8399,36950,1
3398,21023,1
24648,39410,0
17877,49669,0
30409,6537,0
30846,35923,0
37077,41616,0
16333,37431,0
50184,31687,1
12741,48334,0
36859,5541,0
25701,30303,0
40217,35117,0
24596,9275,0
15543,51373,0
32479,51746,0
46741,29120,0
36245,50216,0
31130,51477,0
18054,9378,0
6005,34822,1
362,27352,1
40937,29275,1
46228,49240,1
8957,21084,1
43117,24889,1
52146,14163,0
34527,27831,1
49886,47492,1
3123,46536,1
6842,16806,0
48648,52261,0
48613,24652,1
22340,15521,0
50732,25897,0
12022,5870,1
45768,10490,1
50473,12966,1
23181,5236,0
8139,11973,1
50434,9265,0
4596,33419,1
20801,48804,1
32696,19005,1
18700,7420,1
25798,4694,1
35068,43907,0
38121,21529,0
7794,3742,0
17851,8955,0
3100,20367,0
40899,45740,1
37095,20207,0
28376,21655,0
49385,48804,1
38546,33994,0
41630,49864,1
29149,29462,1
7091,9320,1
31975,16484,0
32761,20679,0
12781,52060,0
30014,37900,0
5779,38396,0
17954,52217,0
3209,33713,0
30458,23675,0
15745,37969,0
46583,8230,1
50407,983,0
21664,35858,0
16881,37249,0
1153,32879,1
46703,42667,0
13208,41951,0
28999,13361,0
46933,37435,1
16912,46056,1
30373,26948,1
44807,39942,0
33748,23864,1
25254,47071,0
43280,52267,1
13453,36929,0
27066,8551,1
14302,49669,1
49449,34588,0
43280,6467,1
6619,4125,1
21222,8059,0
41694,27834,0
29665,26860,0
11846,16245,0
4423,31517,0
29019,15015,1
46821,50998,1
34658,31969,0
14371,5512,1
44150,30937,1
34569,20639,0
24261,50526,1
15786,51082,0
33979,20359,0
31455,30686,0
23746,22579,0
15416,3611,1
8107,15056,0
36928,9124,1
41586,31446,0
18101,16352,1
5827,4807,0
48523,36592,0
43639,17280,1
22956,28302,0
19693,8532,0
49910,7721,1
45585,36984,0
10157,36404,0
47015,52232,0
9130,22769,0
40616,5870,1
16531,46932,0
31580,29814,0
45547,6241,1
46266,30537,0
44466,43297,1
44730,32122,0
20240,22950,1
25909,40171,1
21360,51160,0
17026,40618,0
30198,28417,1
9777,16566,0
43023,50998,1
49446,1996,1
6535,23349,0
39023,18641,0
6750,29409,0
11785,28611,1
5931,6611,0
41718,2323,0
52373,6711,1
11398,44661,0
6444,5027,0
37760,19025,1
43381,22907,0
51904,45668,0
22147,31943,0
34492,43180,1
21764,31171,0
45097,29416,0
50602,34953,0
34904,43461,0
19182,19532,1
43406,48511,0
13241,1958,1
32945,17158,1
32269,22482,0
48346,20240,1
30607,27847,1
24424,24664,1
42674,24120,0
320,7460,0
36909,8176,0
15982,3015,0
39026,13970,1
9581,29600,0
26430,51762,0
1100,10338,0
36257,10462,0
35542,146,1
37713,9432,1
41423,23779,0
41364,12175,0
51777,36901,0
12022,24652,1
41668,47716,0
17686,13480,0
5140,2054,0
9368,2533,1
22279,9096,0
49910,29215,1
15896,8625,0
31020,8869,0
10411,23025,0
34068,41180,1
29719,13776,1
37524,30108,1
51184,10420,0
10204,44718,0
40557,41814,1
9506,13577,0
17437,25841,0
5904,12612,1
52328,25577,0
11637,38900,0
4873,41401,0
35254,15989,0
52247,21232,1
50204,42415,0
37293,13372,1
13583,41416,1
27801,41163,1
24310,29999,0
31326,41308,1
30567,34516,0
38108,16659,0
10630,44665,0
28046,28428,0
17768,33160,0
36329,11835,0
41008,13465,0
37760,24230,1
4797,44820,0
16107,31266,1
25998,18283,1
620,41400,0
19469,4988,1
17993,15289,1
49255,14222,1
25874,32324,1
21961,18636,1
49219,31674,1
28444,30325,0
47038,44569,0
29806,48614,0
17524,31338,0
40080,24006,1
45690,38686,0
37622,29677,0
50627,42336,1
34772,20297,0
20302,2580,1
44308,10213,0
18567,37080,1
25249,46293,1
26325,30970,0
2964,49262,0
20675,32266,1
11443,36846,0
50257,27153,0
9253,29164,0
43345,44005,1
23041,25082,1
18688,3215,0
16994,9154,0
20001,2137,0
35220,13382,0
23261,26760,0
49151,41022,0
38278,40527,1
9750,4274,1
25229,17429,1
50502,41067,0
50984,37809,0
46506,8647,0
16067,18789,1
39296,14708,0
1388,42997,0
49948,44997,0
20363,38295,1
8914,23645,0
7500,41305,0
14006,44586,1
18453,29447,0
4067,34008,0
4070,25600,0
42533,24231,0
16943,9360,0
5165,47684,1
51975,23059,0
24847,9287,0
28629,44258,1
6075,2811,1
8858,38400,0
42475,10379,1
51197,38845,0
42105,3552,0
19770,35741,0
14354,50508,0
39496,5418,0
43609,48762,0
27092,30981,0
33125,14218,1
14449,27959,1
45806,5228,0
613,42719,0
43318,21730,0
41180,41217,1
41295,42586,0
24735,47840,0
2788,18409,0
14980,21064,1
49276,9932,0
931,34263,1
26546,25718,1
48196,2317,1
12490,17544,1
35586,37380,1
48580,8051,1
42853,39924,0
3725,8075,0
20601,12611,0
21381,17187,0
35917,14062,0
11957,26517,0
44978,8812,1
7247,14621,0
3888,3978,1
28150,41555,0
32377,2501,1
18887,33796,0
12146,19625,0
6360,29088,0
7758,20103,0
20313,30045,0
47360,9416,0
29391,44801,1
19191,6755,0
16739,4274,0
33391,25476,0
46609,16669,0
1611,8941,1
13160,4717,1
37482,23300,0
19239,200,0
22132,15507,0
52059,8552,0
51168,18944,1
25711,5497,1
42608,25589,0
12619,29041,0
35192,33979,1
51830,17999,0
10083,17693,1
51258,40709,1
2701,35734,1
2202,21440,1
47114,13012,0
35886,34479,1
16067,249,1
47660,18369,0
16325,46304,1
47239,590,0
49294,36224,0
25442,42275,0
3596,37684,0
2696,12652,0
46366,28284,1
11614,26237,1
25202,3508,0
41217,49219,1
47980,41870,0
8404,43464,0
27709,1123,1
3833,2716,1
33047,37435,1
2070,50885,0
13298,30803,0
37305,52111,1
40414,39198,1
26712,27359,1
15289,14952,1
8080,12206,0
35005,46090,0
40555,25184,1
36727,12244,0
47781,6218,0
6563,48504,1
31765,49343,1
44792,7421,0
22364,43908,0
31589,16773,1
28912,26837,1
8928,48805,0
48740,11011,1
21574,34575,1
19550,13861,0
47915,25915,1
39865,52355,1
47582,37114,1
10217,22074,1
13536,23672,1
9160,5301,0
29508,26353,0
32028,8278,1
2478,34318,0
47155,33518,0
10868,26472,1
23720,23852,0
12544,12941,0
11035,11819,0
8031,47165,0
11916,19421,0
21997,32249,0
11034,35225,0
37659,37008,0
22566,35461,1
34832,15143,0
15085,51,1
19819,27891,1
11693,8108,1
4783,1877,0
13246,31351,0
8703,31896,0
40759,23525,1
21898,19303,1
36405,29666,0
36551,32137,1
50928,30256,0
50114,526,0
34722,13481,1
48186,26561,0
31847,40101,1
25084,16138,0
17025,40753,1
48218,1304,0
3570,51361,0
22791,30373,1
52356,48476,0
20719,6960,0
4974,9179,0
8361,14574,0
38584,23443,0
25189,23364,0
6292,20612,0
50900,24619,1
44294,43144,0
45883,27733,0
40939,50243,0
40093,23918,0
5978,4770,0
350,25863,1
20513,11747,0
33299,7461,0
28738,30879,1
47000,10450,0
3109,17858,1
39246,11973,1
44531,43180,1
33279,14630,0
9786,23433,1
48232,5870,1
16196,27996,0
9508,41707,0
48423,17134,0
18749,35952,0
3675,49078,1
27343,13884,1
20669,37556,0
15122,6048,0
31788,6711,1
41397,10386,0
19223,15525,0
11406,5635,0
12408,38258,0
20557,38304,0
24461,40185,0
3579,42375,1
40403,37037,1
12577,33560,0
14007,32160,1
5785,10965,0
11191,35076,1
27614,45473,0
33938,13100,0
50832,48355,1
28290,22799,1
7797,44083,1
22976,52247,1
50591,21291,1
7710,26051,1
51334,9417,0
40620,5341,1
23965,24128,1
51980,22677,1
1374,50101,1
13776,43893,1
1337,49628,0
44599,37948,0
36813,1308,1
229,43893,1
11476,42656,1
19127,24045,0
37700,742,1
5752,17464,0
26629,48383,1
38661,16530,0
21702,40408,1
22040,14791,0
29790,11287,0
49078,33400,1
20863,43491,0
33480,40494,1
21975,14896,0
33399,33933,0
44103,17295,0
10609,13636,1
48587,47992,0
4184,15098,0
39246,4957,1
25099,51781,1
22791,2178,1
33065,944,0
42967,33344,0
42218,40787,1
40586,5173,0
22919,42307,0
43642,34611,1
4852,5151,1
18384,20901,1
40620,3378,0
29849,41356,0
10640,32794,1
9822,22726,0
45340,9967,1
48580,44205,1
45925,42503,0
18114,2533,1
11204,28677,1
12903,32699,0
25360,50710,0
12414,38384,1
20577,30253,0
49508,46716,1
10216,37439,0
6006,14872,1
45937,38356,1
49312,2008,0
15681,3471,0
2453,50976,0
27029,18661,0
3107,29566,0
50005,30730,0
44013,14059,1
49116,33571,0
2907,11538,1
27775,37535,0
22793,40614,0
26561,13064,0
24534,50525,0
16968,31432,0
44707,39767,0
31461,31660,1
12348,1627,0
3137,27173,1
29142,33126,1
15645,8372,0
7386,13359,0
22976,36794,1
19507,28143,0
24798,9758,0
4180,27218,0
26441,34282,1
1202,44112,0
8674,17945,0
7065,19809,0
44458,25559,1
25878,5706,0
9587,17728,0
28786,33750,0
2053,15320,0
26130,29941,0
46763,49251,0
143,29923,0
12683,21253,0
37158,9952,0
50338,4830,0
6837,47414,1
46583,22423,1
752,12982,0
32101,37971,0
440,31315,0
38289,34832,0
22307,18086,0
4745,34802,0
9908,46624,1
30134,2192,1
30361,33417,0
19042,16325,1
29729,46835,1
38964,29204,1
42322,39619,0
17516,26512,0
8312,5870,0
27614,6458,1
440,49549,0
25453,29509,1
47644,15186,0
46788,37441,1
38759,5542,1
32986,35902,0
31949,21232,0
18751,38396,0
18036,7302,0
16310,5992,0
902,20432,0
37519,37846,1
27331,24309,1
28376,37602,1
11225,4871,1
17027,29878,0
22306,26591,1
34897,24619,1
27392,37794,1
51091,37631,0
44566,14228,0
4617,36907,1
21485,17611,0
4898,229,1
50096,41351,0
14934,10833,1
23231,49333,0
20127,48011,0
38759,4808,1
26499,37530,1
4489,28817,0
25853,40949,0
4255,31483,0
33789,49066,0
32885,1837,1
8693,13391,0
34497,27059,1
32019,349,1
3474,25611,0
4453,33419,1
18303,23751,1
48492,25989,1
36927,8161,0
10036,32116,1
802,4651,1
33445,20637,0
36464,14980,1
50637,38468,1
35554,3785,1
45838,19231,0
51947,46999,1
592,25354,0
24908,443,0
14398,12482,0
23766,16194,0
37413,51453,1
7937,42424,0
46147,28599,0
35139,50549,0
24289,28831,0
9368,24218,1
2346,39023,1
24758,23552,1
23088,27794,1
5093,16901,1
8968,27477,0
50596,15775,0
38750,15006,0
13884,45770,0
2872,33484,0
2797,26387,0
37789,30676,0
23348,51233,1
51733,12727,0
50703,26954,1
23563,38058,0
16803,7614,1
33400,39685,1
8631,5095,0
11387,26442,0
3428,31900,1
45937,19025,1
36171,15554,0
44039,30601,1
7649,48304,1
33400,5695,1
9394,5461,0
35916,13692,1
52064,23,1
428,16915,0
48445,32734,0
4453,17993,1
32234,13482,1
51387,11485,1
21125,10181,1
24255,38450,0
20881,27062,0
24354,36616,0
32215,48082,0
39953,40440,1
26355,23037,0
17411,48764,0
35566,10947,0
12960,27862,1
2701,8941,1
36493,27111,1
26398,6948,1
29516,2811,1
6005,3348,1
15877,32349,0
32963,9987,1
35277,47242,0
8477,41824,0
22671,20100,0
51605,24455,1
49220,26397,0
46091,48532,0
36568,1650,1
18071,25320,1
23684,32330,1
48561,9588,0
33553,20962,1
44968,38990,1
39766,20040,0
5416,19657,1
44644,38355,0
26889,31842,1
42955,35026,0
27614,51116,1
12022,9043,1
18672,42627,0
37671,19050,0
23671,5525,1
20946,13750,0
22976,34492,1
24688,34592,0
50442,28303,1
2947,43032,0
8200,3896,0
34334,51662,0
4693,39131,1
44298,43536,0
28677,45548,1
50252,26961,0
25711,15378,1
43401,6134,0
48235,27261,1
46660,38453,1
43869,9524,0
2416,14259,1
47033,45198,0
37070,18214,1
44817,20862,1
21058,17063,0
8747,5393,0
39297,1845,1
42361,43704,0
16914,10668,0
34492,46114,0
34865,41951,0
12603,31235,0
16738,5067,0
23495,36212,0
11251,40328,0
35462,25468,0
15338,37726,0
21721,16494,1
18675,46398,0
29281,10764,1
35696,3987,1
47853,38928,1
43354,27391,1
21271,45710,0
39535,50342,0
24990,34138,1
3525,6983,0
15063,21961,1
24332,37861,0
33823,29268,0
23715,7420,1
39772,42911,0
2031,9063,0
45581,2158,0
7759,30749,0
1897,602,1
47529,31679,0
22343,42059,1
21791,43033,1
38548,724,0
15508,9142,0
28185,12223,0
28397,1837,1
11854,29916,0
33714,9859,0
17805,6501,0
33360,19819,0
23495,27313,0
42580,11254,0
3675,23525,1
45533,17327,0
44535,725,0
28158,44760,1
38245,44967,0
44458,18944,1
44996,8653,0
23286,3373,1
16513,34222,0
9592,6881,0
37432,17463,0
52152,17471,1
22444,5174,0
33766,3065,0
34068,39198,1
27665,37569,0
23780,30186,0
3353,39502,1
28781,42097,0
47676,17565,0
1789,46543,1
11127,30863,0
20240,33003,1
24174,30236,0
349,44262,1
42776,23608,0
48427,19321,1
22929,31375,0
19365,12003,1
34846,34800,0
51223,30723,0
45140,3044,0
7658,29733,0
15085,4651,1
33505,27709,1
16716,45926,1
4644,38057,0
19797,9656,0
38948,9442,1
32450,2048,0
211,11687,0
4565,21425,0
49795,47766,0
26593,931,1
29795,36722,1
39083,2848,0
13248,28070,1
11233,41615,1
14934,32885,1
13788,39244,0
12125,3680,1
4499,8958,0
13455,29436,0
5403,46593,0
12019,37487,0
9434,25629,0
38339,43140,0
35411,47127,0
26716,21785,0
50149,9648,1
41302,27283,0
20327,27389,0
18604,22592,0
47508,16436,0
43347,46701,1
13924,35956,1
29675,38998,0
40103,43476,0
19966,38228,0
29524,41868,0
28409,41617,0
25821,50518,0
16299,32854,0
44233,33041,0
14056,35473,1
41691,49219,1
9435,32941,0
24416,47693,0
13520,49357,0
46584,45750,0
47555,47258,1
5816,14218,1
47103,22650,0
20436,15533,1
186,43154,0
23974,17747,0
1695,10254,0
32149,33292,0
52007,11154,0
18384,36214,1
16814,35552,0
46844,3530,0
23251,7684,1
47943,16175,1
14328,10246,1
6866,38964,1
40372,16333,0
46638,28336,0
46053,39876,0
27198,32659,0
38044,39935,0
6422,44358,1
45225,17865,0
33322,17876,0
39786,29924,0
649,50569,0
10868,12620,1
38057,19256,0
8588,20580,1
34221,44078,1
27559,9087,1
15391,21592,1
789,37229,1
32554,4188,0
1374,20597,1
27579,47919,0
8675,5451,1
46592,48177,0
25713,14396,0
44458,44262,1
40694,17646,0
24323,35332,1
5851,1242,1
51168,47734,1
12304,39087,0
23130,24759,1
8042,38010,0
22113,6583,0
38804,49915,0
10206,8520,0
31401,1615,0
2657,13257,1
26772,19816,0
33599,10906,0
47048,19469,1
33795,46238,1
1217,45336,1
50746,3997,0
10636,19025,1
51883,7797,0
50842,20597,1
35679,37229,1
44780,20332,0
38876,37637,0
5823,25346,1
41624,4763,1
6942,9701,0
6906,43861,0
27193,49703,1
32496,16574,1
21130,27817,0
43363,12791,0
32684,5943,1
45847,27261,1
16962,2046,0
38115,39124,0
24936,18802,1
26698,37597,1
24402,24157,1
5586,43688,1
44737,36588,0
42428,45560,0
33804,43445,1
46116,37856,0
24966,28539,1
5496,31728,0
15534,3676,0
21669,26930,0
27891,50889,1
21444,38793,0
37878,28176,1
24889,9967,1
51490,4334,0
35402,27731,0
7331,40479,1
37028,18326,1
12430,40,1
18280,13185,0
46660,13388,1
24792,11914,1
15343,9784,1
3442,51422,1
8302,34557,0
20532,30554,1
36493,51193,1
19093,18252,0
52390,39614,0
23362,37138,1
32500,36499,0
30879,26869,1
28813,26520,1
10161,51898,1
449,21955,1
25072,20191,0
49791,23910,0
26643,11652,1
48293,31720,0
4664,24449,0
4334,42969,1
35318,33034,0
47008,4036,1
6333,45980,0
10082,37850,1
30248,7457,1
19112,4611,0
27933,20188,0
20423,6996,0
46698,38018,0
13588,30682,0
40493,51743,0
36931,44486,0
41053,42205,0
28971,24752,0
6154,3428,1
23230,23569,1
51943,4134,1
10547,10403,1
32701,13154,0
26755,24052,1
30950,4202,1
10233,9093,0
43248,31997,0
10694,41708,1
28738,25099,1
8521,14658,0
21721,36238,1
51116,24792,1
43888,2020,0
28370,46101,0
50094,13152,0
14321,25841,0
39481,10185,0
13036,22384,0
42997,18636,1
23715,41555,0
47495,8039,1
4231,51049,0
42551,1345,0
14874,45963,0
47951,35157,0
48105,35130,0
5497,8224,1
5295,51943,1
21956,6198,1
23064,34965,0
2390,26647,0
49695,29155,0
23289,38249,0
27377,26495,0
47262,50543,0
40998,8058,0
27500,25582,0
6563,28535,1
28039,5140,0
23641,29625,0
15802,10810,0
13577,52267,0
34406,26001,0
46541,37004,0
11973,22423,1
31116,37579,0
5231,171,0
31824,40534,1
37790,29245,1
39638,22213,0
46301,11161,1
24961,26972,0
29756,49308,0
21324,14909,1
36498,26520,1
8789,24218,1
17073,1619,0
18694,43180,1
10538,47906,0
44604,32000,0
22895,5967,0
43040,50853,1
29849,13829,0
12935,25291,0
12717,44010,0
44150,1217,1
31684,41599,0
19972,39529,0
40066,19842,0
1027,24575,0
23007,31494,0
35586,14303,1
20421,5338,0
15860,36495,0
50328,45691,0
11232,4868,0
22049,30645,0
41554,8052,0
37008,34497,1
15194,21459,0
28813,14303,1
21728,34456,0
22976,11084,1
11405,33943,0
51698,28993,0
25498,23048,1
27988,7335,1
40049,46792,0
27559,37878,1
27876,30989,0
48816,49080,0
48816,3119,0
21433,31218,1
17280,20305,1
30337,30554,1
33325,16845,0
33949,2764,0
2168,47862,0
10472,16048,0
10634,29568,1
45043,6367,0
45577,5891,0
17372,35484,0
18467,17183,0
46978,38323,0
16588,48188,0
39049,4902,1
19939,17030,0
25313,46490,1
38797,49723,0
7236,49999,1
14095,49080,0
10388,35980,0
51866,37451,0
12722,8225,0
14151,4524,0
18996,5520,0
20869,12014,0
28488,20346,1
36996,19792,0
39049,38232,1
31421,40527,1
47085,35983,0
12780,11914,1
15867,5319,1
14034,46358,0
6319,40231,0
3459,4242,0
3438,7297,0
37269,50072,0
36328,26184,0
32918,23417,0
17642,23372,0
42493,39635,1
23542,51351,0
13608,21454,0
22473,47773,0
1972,43174,0
29740,36309,0
6075,12414,1
38532,49253,1
13541,9015,1
18967,39183,0
38264,19469,1
16172,19782,0
12834,52110,0
26518,2372,0
16734,36995,0
2026,49885,0
22584,50708,0
22962,35729,0
42512,41022,1
12094,2675,1
21791,30449,1
10703,48020,1
3968,23404,0
27440,43430,0
12867,19639,0
19020,15103,0
47344,37663,0
45617,8268,0
2477,48030,0
50340,38835,0
3480,9784,1
16618,20296,0
45553,26394,0
47995,32885,1
47565,29175,1
40613,18463,0
30188,1000,0
40231,28278,1
25994,16223,1
48413,10944,1
3517,30998,1
15968,23421,1
22868,11046,1
27550,37988,0
39796,19005,1
2070,34787,1
19988,19594,0
10023,48165,0
15435,16601,1
604,30224,0
48124,47955,0
23775,1705,0
26398,51564,1
11709,42632,0
12763,2958,0
44123,35032,0
5074,21907,0
39558,17284,0
17980,39974,0
42030,20286,1
30297,48050,0
10873,41025,1
2611,14031,0
6516,23569,0
32496,49871,1
41785,21325,1
44967,19469,1
7281,23853,0
36284,10720,0
21158,31805,0
18830,32468,0
33376,4125,1
4497,4466,1
5883,18984,0
15964,25901,0
35043,26767,0
32611,19307,0
14952,50889,1
5623,21898,1
35916,50280,1
36710,32186,0
48826,819,1
16851,31208,0
25155,8364,0
51742,1938,0
51108,47444,1
45089,31421,1
11628,11811,1
24502,29582,0
8094,23636,0
50129,7163,0
15289,28120,0
22151,21536,0
35782,3393,1
12829,40241,0
18101,9368,1
30176,25045,0
40137,43426,1
29920,36545,0
5168,51453,1
50848,21704,0
29298,20173,0
6082,40226,0
16768,1309,1
5563,31131,0
19981,44295,0
16154,1667,1
15984,24600,1
15456,890,0
47734,46536,1
12960,35679,1
2031,41417,1
42359,39320,0
33751,2670,0
19021,19519,0
45044,50691,0
41989,22524,0
41617,39307,0
19715,39934,0
27431,48135,0
39019,22448,1
33953,39859,0
7890,19356,0
48235,21069,1
40445,34549,1
44328,16357,0
28622,18606,0
46787,51439,0
2812,19734,0
44838,47722,0
17334,12890,0
37506,6988,0
17538,9397,0
12890,39919,1
13241,51116,1
20517,27436,1
49582,31282,0
31662,31326,0
15085,36747,1
1390,36911,1
19064,2289,0
47615,4920,0
40654,2141,1
41232,35349,0
49020,9086,1
13794,42144,1
50990,12576,0
27651,19005,1
32037,50633,0
3751,2071,0
13021,16758,0
16650,993,0
44211,47712,1
50570,12867,0
17226,1141,1
47504,40132,0
5862,14295,0
46148,10943,0
12845,34958,0
25246,13776,1
2811,23569,1
46477,19421,0
31234,17026,0
8537,1603,0
35004,21641,1
42991,24721,0
35482,40084,0
6393,21355,0
5819,31983,1
48622,17500,1
34881,10279,0
10811,28210,0
32023,13229,0
24211,38176,1
4328,41030,0
35044,5677,0
21597,15820,1
26429,32771,0
42479,14951,0
7808,5374,0
14545,49601,0
12410,17539,1
39852,25531,0
2484,36997,0
48189,18732,0
16898,50938,0
35327,37380,1
10839,37011,0
52101,34529,0
7213,361,0
47350,12844,0
37196,5555,1
38073,41125,0
46502,57,1
51090,37589,1
50927,29794,0
43711,32750,0
17253,12490,1
23349,51225,0
29679,25702,0
21158,11005,1
47205,38193,1
28301,24769,0
11557,34231,1
17103,15065,0
50146,46959,0
4128,12720,1
48232,44379,1
39758,16508,0
31788,24792,1
11189,20023,1
21696,8015,0
46842,38701,1
34497,9436,1
10708,51269,0
49838,11954,0
8081,14508,0
48491,38444,0
10897,3271,0
48322,6631,1
38278,16285,1
4323,12175,0
40359,44323,0
47292,35221,0
38158,32462,0
24697,47946,0
14945,14074,0
6764,26616,0
37530,15697,1
42247,4031,1
50811,25843,0
37693,22036,1
10638,7356,0
30057,42884,0
51907,27029,1
31331,52381,0
6027,36694,0
14209,41371,1
23795,8019,0
3332,900,0
16806,3668,0
12116,3786,0
335,15665,0
41773,11988,1
41809,10187,0
844,48467,1
9368,17544,1
9786,21232,1
3249,38484,0
45580,38540,0
51327,21275,1
37008,38264,1
31430,45344,0
17414,12846,0
35192,14952,1
19137,47932,1
1577,8836,0
101,26520,1
42930,20463,0
37289,37124,0
10284,5048,1
28093,45756,0
12,48764,0
41812,29416,1
15903,31046,0
29114,9537,0
8456,28670,0
38985,10490,1
8472,40241,1
21562,22242,0
32028,1242,1
11575,22731,0
2178,47268,1
45362,26636,0
47489,12820,0
4632,34871,0
33693,35848,0
16112,8784,1
39049,26005,1
11050,37,0
48711,2281,1
18012,38079,1
31151,30286,0
38768,27929,1
29601,4352,0
17013,34873,0
21531,43355,0
37070,1561,0
45075,4651,1
3649,15275,0
19827,45075,0
35456,19703,1
34496,19414,1
11228,17791,1
43390,19211,0
49996,3770,0
49044,47560,1
15063,10093,1
45071,14138,0
8402,41720,0
48768,15607,0
40197,35375,0
18348,16328,1
31252,1473,1
28490,10550,1
2811,49538,1
3474,13083,0
